epoch,train_loss,val_loss
62,1.526012022947036e+06,4.400122659375000e+06
63,1.507990376840625e+06,4.416294062109375e+06
64,1.512286955276513e+06,4.975813431054687e+06
65,1.502742062863513e+06,4.265619578125000e+06
66,1.511555406715527e+06,5.486497039062500e+06
67,1.520422457138573e+06,5.571940506250000e+06
68,1.525483656707854e+06,4.846153032031250e+06
69,1.529028940446469e+06,4.931182424218750e+06
70,1.487519270367700e+06,4.632342460351562e+06
71,1.520898133312411e+06,5.310428546484375e+06
72,1.530988311997337e+06,5.062471621875000e+06
73,1.530583009287984e+06,5.741928392187500e+06
74,1.513884050339964e+06,7.353635954687500e+06
75,1.526690961186163e+06,5.194642553125000e+06
76,1.507671197618850e+06,5.380800813281250e+06
77,1.504248792177757e+06,5.676100290625000e+06
78,1.500367083584383e+06,4.691441446875000e+06
79,1.885555026565000e+06,1.046036298750000e+07
80,1.923439142699694e+06,6.356344506250000e+06
81,1.898263431479084e+06,4.588292169921875e+06
82,1.952176833447763e+06,5.224168664062500e+06
83,1.956856941013483e+06,4.820918793750000e+06
84,1.906367272018970e+06,4.910707852734375e+06
85,1.910558485600353e+06,6.677606586718750e+06
86,1.873716299653850e+06,4.880169010937500e+06
87,1.853207829877586e+06,5.151390837500000e+06
88,1.838570475250306e+06,4.500504381640625e+06
89,1.911774737275802e+06,4.348341531250000e+06
90,1.874761323746264e+06,5.332259823437500e+06
91,1.868537618468389e+06,4.852582742187500e+06
92,1.853841346379972e+06,5.712355114062500e+06
93,1.864143304760902e+06,5.390056589843750e+06
94,1.838130039890381e+06,5.803498873437500e+06
95,1.850949483656250e+06,4.448882437890625e+06
96,1.817144110756102e+06,5.112440555468750e+06
97,1.814774279623841e+06,4.928041965234375e+06
98,1.775979886999499e+06,4.775056793359375e+06
99,1.769336123216342e+06,5.291065232031250e+06
100,1.747209584320950e+06,4.540006290234375e+06
101,1.753362830475122e+06,4.263288353906250e+06
102,1.729507518492560e+06,4.424211431640625e+06
103,1.720032957462928e+06,4.873351899609375e+06
104,1.716225812967569e+06,4.584620525000000e+06
105,1.700504303848897e+06,4.967458294921875e+06
106,1.719040700889186e+06,5.502172207421875e+06
107,1.688328107712136e+06,5.764447476953125e+06
108,1.734802291971087e+06,4.644752439062500e+06
109,1.724724638367338e+06,5.520946514062500e+06
110,1.713000510114269e+06,4.155347724218750e+06
111,1.703465008026339e+06,4.000252621875000e+06
112,1.699954501781923e+06,4.942734623632813e+06
113,1.707941578951153e+06,5.001754344531250e+06
114,1.718821651595624e+06,3.870387962500000e+06
115,1.706894521569706e+06,4.036053578515625e+06
116,1.697419045978554e+06,4.527978975390625e+06
117,1.690004839096817e+06,4.896542915625000e+06
118,1.695476251428399e+06,5.230937164453125e+06
119,1.674125029127726e+06,4.362924914453125e+06
120,1.676859338421154e+06,3.676814479101562e+06
121,1.669113952144339e+06,4.156679730664062e+06
122,1.668181815419322e+06,3.642409273437500e+06
123,1.690124183901799e+06,4.037101180468750e+06
124,1.688507600424144e+06,4.935723206445312e+06
125,1.681534956089210e+06,4.286855331494140e+06
126,1.679168288316840e+06,4.310315096386719e+06
127,1.672258960857422e+06,3.708499614453125e+06
128,1.674671866213263e+06,4.605274047851562e+06
129,1.707883799684516e+06,4.125398461328125e+06
130,1.704103726080134e+06,5.164633725390625e+06
131,1.681536049339414e+06,4.920129634375000e+06
132,1.716027821545044e+06,4.459494217382813e+06
133,1.714847760687157e+06,4.337052423535156e+06
134,1.690641523111979e+06,5.421444884570313e+06
135,1.704952584132523e+06,4.432774960351562e+06
136,1.714127731740909e+06,4.602377928955078e+06
137,1.683426581203409e+06,3.927195704101562e+06
138,1.679605566485022e+06,3.963941939746094e+06
139,1.665128428470413e+06,4.089962249218750e+06
140,1.668343282536126e+06,4.114309765039063e+06
141,1.658109457161881e+06,4.783456990136718e+06
142,1.655387862150144e+06,5.062635395898437e+06
143,1.650352932778819e+06,3.975701165820313e+06
144,1.664895911533953e+06,4.164299045507812e+06
145,1.675649117155484e+06,4.033763525976562e+06
146,1.660772222825274e+06,4.282181079101562e+06
147,1.666342676802739e+06,3.828022465429687e+06
148,1.656981460805301e+06,4.446395397070313e+06
149,1.673562322879560e+06,4.687312250976562e+06
150,1.656461710355767e+06,4.083417695898437e+06
151,1.654883265024722e+06,3.896050737500000e+06
152,1.660027639126744e+06,4.274199452539062e+06
153,1.674142586380654e+06,3.637143347265625e+06
154,1.664463300806733e+06,3.895919905078125e+06
155,1.663802053316082e+06,4.897999359570312e+06
156,1.661110050924239e+06,4.084647312500000e+06
157,1.640420664832421e+06,4.184193955468750e+06
158,1.636681979634796e+06,3.820098396093750e+06
159,1.640954915907500e+06,4.431305754785156e+06
160,1.625311202972849e+06,4.427158090234375e+06
161,1.622303333651705e+06,4.681270492968750e+06
162,1.625719936209367e+06,4.762840067968750e+06
163,1.640423424943848e+06,5.306486584765625e+06
164,1.659530219534159e+06,3.954881567187500e+06
165,1.623366950634276e+06,3.997176132421875e+06
166,1.629273641980871e+06,3.811851303906250e+06
167,1.619572642783169e+06,4.360619246289062e+06
168,1.621841257949473e+06,5.044058297070312e+06
169,1.623210300726547e+06,4.831431231250000e+06
170,1.624700459389619e+06,4.759234092968750e+06
171,1.630184061240454e+06,4.289234741992188e+06
172,1.614880281648544e+06,4.239580453125000e+06
173,1.605899697011032e+06,4.319674230078125e+06
174,1.597460070672211e+06,4.451113592578125e+06
175,1.604294703900284e+06,4.179826214062500e+06
176,1.615391313508620e+06,4.687571172460938e+06
177,1.598597449674311e+06,4.106340432812500e+06
178,1.593223088803368e+06,5.389967619140625e+06
179,1.673434632895547e+06,4.326620670312500e+06
180,1.688077948125486e+06,5.964268441796875e+06
181,1.686173828485408e+06,4.137767881054687e+06
182,1.691039507782448e+06,4.510230887500000e+06
183,1.685137483488377e+06,3.945647556835937e+06
184,1.682568206839370e+06,4.449669898828125e+06
185,1.667893440300931e+06,3.898777197851562e+06
186,1.673700201040864e+06,4.596702353515625e+06
187,1.681761991238596e+06,4.337175515625000e+06
188,1.663743591373076e+06,4.245173921093750e+06
189,1.665639381819622e+06,4.434231108789062e+06
190,1.665221240505315e+06,4.483003090039062e+06
191,1.677912975300000e+06,3.832309852539062e+06
192,1.674806937045652e+06,4.486680401562500e+06
193,1.683265197898799e+06,5.001120072265625e+06
194,1.680034120624826e+06,4.076538815234375e+06
195,1.676501448708086e+06,5.279356013671875e+06
196,1.685950934361448e+06,4.256294636328125e+06
197,1.669721412099022e+06,4.779091380468750e+06
198,1.673495122421543e+06,4.130873374414063e+06
199,1.706664544355661e+06,4.349031122265625e+06
200,1.672596403447171e+06,4.168936578320312e+06
201,1.680045872683279e+06,4.232023591601563e+06
202,1.675020556535457e+06,4.350520180468750e+06
203,1.686085015225748e+06,4.392553056347656e+06
204,1.655061522260210e+06,4.416949570507812e+06
205,1.650091084857905e+06,4.774409770703125e+06
206,1.652610868505847e+06,4.470748712695313e+06
207,1.647527100600240e+06,4.137855778906250e+06
208,1.643973350325082e+06,4.306880332031250e+06
209,1.631337534808430e+06,4.870130082421875e+06
210,1.637738767760572e+06,4.295432220703125e+06
211,1.640460682011110e+06,4.287892558203125e+06
212,1.637310401158402e+06,4.475755058789062e+06
213,1.658560787364029e+06,3.698428760546875e+06
214,1.648061366265469e+06,3.948582158203125e+06
215,1.652081582016668e+06,3.849144222265625e+06
216,1.653692534043865e+06,4.504368317871094e+06
217,1.644352966968886e+06,4.536313334765625e+06
218,1.652240655365557e+06,4.540508675781250e+06
219,1.651102043845088e+06,4.279105444531250e+06
220,1.640340308177922e+06,4.622565421679688e+06
221,1.642381093252485e+06,4.896814190625000e+06
222,1.647900642799200e+06,4.406317661816406e+06
223,1.640521817963393e+06,4.297745015429688e+06
224,1.642709391588231e+06,4.218401551171875e+06
225,1.661890874073764e+06,4.574619785742188e+06
226,1.677936864124565e+06,4.346352848437500e+06
227,1.676511120921396e+06,5.883390956738281e+06
228,1.681246392227060e+06,4.028447183007813e+06
229,1.668137284286093e+06,4.953438030468750e+06
230,1.672980557392526e+06,4.554980736035156e+06
231,1.664163828642644e+06,4.119765785742187e+06
232,1.658155873151162e+06,4.023987783203125e+06
233,1.650536463664738e+06,4.704401070703125e+06
234,1.665299938664216e+06,5.662377167675781e+06
235,1.681328134290638e+06,4.825041558789062e+06
236,1.650733011263696e+06,5.999429944140625e+06
237,1.659954549869708e+06,4.948038698437500e+06
238,1.646496887054940e+06,4.053151388281250e+06
239,1.653141192452292e+06,4.061559009472656e+06
240,1.654343652280686e+06,4.161108360156250e+06
241,1.663240883975615e+06,4.911440345703125e+06
242,1.668959037916096e+06,5.117770969921875e+06
243,1.672181133846435e+06,4.816496372656250e+06
244,1.667295002241063e+06,5.479789630468750e+06
245,1.666485100260146e+06,4.944725058203125e+06
246,1.647454150360465e+06,4.631461732421875e+06
247,1.665745132678636e+06,5.110378416992188e+06
248,1.647346145726377e+06,4.446650074804688e+06
249,1.650335738125656e+06,5.137418400781250e+06
250,1.642444548569568e+06,4.527136239648437e+06
251,1.647082459311748e+06,4.116894166015625e+06
252,1.633939909484524e+06,4.674341520507812e+06
253,1.641427975170785e+06,4.316040547656250e+06
254,1.637315826255404e+06,4.747088071093750e+06
255,1.627007327810742e+06,4.164866279296875e+06
256,1.654059211035740e+06,4.908778442187500e+06
257,1.622424783453297e+06,4.497724311718750e+06
258,1.654476416940840e+06,4.681243688281250e+06
259,1.623596472565487e+06,5.141343418750000e+06
260,1.658762508491765e+06,4.189880103710937e+06
261,1.624086032000336e+06,4.718039971093750e+06
262,1.640152127570962e+06,4.824849297265625e+06
263,1.652434257987302e+06,3.545777373242187e+06
264,1.622831638593388e+06,3.896332264843750e+06
265,1.644142926651707e+06,3.951930505468750e+06
266,1.637984087155628e+06,3.751666993359375e+06
267,1.633118042810172e+06,3.927186446484375e+06
268,1.626794276440606e+06,3.533064567968750e+06
269,1.637315258747859e+06,3.434383343359375e+06
270,1.617133631212509e+06,3.621644418750000e+06
271,1.634182563199816e+06,3.488640685156250e+06
272,1.624701408429113e+06,3.801544615722656e+06
273,1.616284245031063e+06,4.835265809765625e+06
274,1.627247999681660e+06,4.571326964453125e+06
275,1.630343680719131e+06,4.550048914843750e+06
276,1.611103727817835e+06,3.498812850000000e+06
277,1.615526891653718e+06,4.128167750390625e+06
278,1.602745627694664e+06,4.197856801562500e+06
279,1.623796364020859e+06,3.364405099414063e+06
280,1.611777576857257e+06,3.543933984765625e+06
281,1.604179398561609e+06,3.677019213671875e+06
282,1.606270089269561e+06,4.113894320703125e+06
283,1.600855461159854e+06,4.047258666015625e+06
284,1.588669450915739e+06,4.239535406640625e+06
285,1.589563261634660e+06,3.704367717578125e+06
286,1.587802557297416e+06,3.884675309765625e+06
287,1.595885064996875e+06,3.752723378515625e+06
288,1.595977782372917e+06,4.042277966796875e+06
289,1.588407695099241e+06,3.882188638281250e+06
290,1.587884486168514e+06,4.081987352343750e+06
291,1.575513285365312e+06,4.231517178515625e+06
292,1.576736549985223e+06,4.976474295703125e+06
293,1.599068075379741e+06,3.834789575585938e+06
294,1.585571845615163e+06,4.355584858984375e+06
295,1.578768199427694e+06,4.592483358007813e+06
296,1.588065756375517e+06,3.801545388281250e+06
297,1.576573867850062e+06,4.215908177929687e+06
298,1.577381307070212e+06,4.117285762792969e+06
299,1.583056376545300e+06,3.762413470507813e+06
300,1.565916215344240e+06,3.704797540625000e+06
301,1.574990605863117e+06,3.468506382031250e+06
302,1.566264039781968e+06,3.679087829296875e+06
303,1.553638935921217e+06,3.242307659765625e+06
304,1.560294033759475e+06,3.702816148046875e+06
305,1.558039337219269e+06,4.027789663281250e+06
306,1.564488277949246e+06,4.010199396875000e+06
307,1.552966495954311e+06,4.363020851562500e+06
308,1.569339107822661e+06,4.198584100585938e+06
309,1.549320734724659e+06,4.747479220703125e+06
310,1.549854293567275e+06,3.669598469921875e+06
311,1.549492305625442e+06,3.529797064746094e+06
312,1.549807122564145e+06,3.879109156933594e+06
313,1.545421988478537e+06,3.848892349609375e+06
314,1.560115868927138e+06,3.654150411718750e+06
315,1.559398380550520e+06,3.400045638085938e+06
316,1.565112586119989e+06,3.686116367578125e+06
317,1.555922375963984e+06,3.306057344140625e+06
318,1.555719039351997e+06,3.008791994726562e+06
319,1.569350323553125e+06,3.348222008203125e+06
320,1.689015541628819e+06,3.013822251757813e+06
321,1.749211174483048e+06,4.254416976367188e+06
322,1.688022682622296e+06,5.346075531445312e+06
323,1.696805842682162e+06,4.153953975927734e+06
324,1.672917099531687e+06,4.076539150195313e+06
325,1.683245313011324e+06,3.956762275292969e+06
326,1.668290514989401e+06,3.761200810595703e+06
327,1.656053518246697e+06,3.692591623828125e+06
328,1.650381054318516e+06,3.656580566601562e+06
329,1.646954481595384e+06,3.841425889160156e+06
330,1.639985335520894e+06,4.067723924804688e+06
331,1.631213291042733e+06,3.136070623046875e+06
332,1.631194172236556e+06,3.358614933886719e+06
333,1.619166483167826e+06,3.822503398205566e+06
334,1.619485197447117e+06,3.757895426855469e+06
335,1.607077824701786e+06,3.601234734399414e+06
336,1.614409623041386e+06,4.202545618554687e+06
337,1.605406080896562e+06,4.587316742480469e+06
338,1.608712203993088e+06,4.007556658496094e+06
339,1.605458389550502e+06,4.026726765527344e+06
340,1.605032666066795e+06,3.964014779296875e+06
341,1.586120892500789e+06,5.567266213867188e+06
342,1.591587508046601e+06,4.716967888671875e+06
343,1.583010227033267e+06,4.184779586621094e+06
344,1.586098430231830e+06,4.531526593359375e+06
345,1.587740956960298e+06,3.577312034179688e+06
346,1.575340071443022e+06,3.772177985205078e+06
347,1.584810830422084e+06,3.733064774121094e+06
348,1.582273520030383e+06,3.491975889501953e+06
349,1.572091354541330e+06,3.908738615234375e+06
350,1.577157261524306e+06,3.647309804101563e+06
351,1.578831293628551e+06,3.404838675195313e+06
352,1.589698911617057e+06,4.789883550878907e+06
353,1.568199945883227e+06,4.308166844433594e+06
354,1.568981504020750e+06,4.030604178515625e+06
355,1.560832200606737e+06,4.314883104101563e+06
356,1.562063406851371e+06,3.711859311914063e+06
357,1.583317335271887e+06,3.868359181054688e+06
358,1.580103706071818e+06,4.026088526416016e+06
359,1.570215247253014e+06,4.281888820117188e+06
360,1.573164561749608e+06,3.759290018310547e+06
361,1.588391076160687e+06,3.370355277050781e+06
362,1.577296761966541e+06,3.447965284521484e+06
363,1.567771435431493e+06,3.994413503955078e+06
364,1.573748373153038e+06,4.221284300097656e+06
365,1.563658154830340e+06,3.077641786132812e+06
366,1.567776510077749e+06,3.911859246679687e+06
367,1.587828520007880e+06,3.431770184179687e+06
368,1.563325900749274e+06,4.337873844921875e+06
369,1.592319947670060e+06,5.409265306250000e+06
370,1.583863330963924e+06,3.866089347363281e+06
371,1.573156899121873e+06,3.781577808593750e+06
372,1.587342409600780e+06,3.862479817382812e+06
373,1.574043503348653e+06,4.108784475585938e+06
374,1.568022533189926e+06,3.596951504394531e+06
375,1.576265372361526e+06,3.540925611425781e+06
376,1.571989559740931e+06,4.199997834765625e+06
377,1.563217496777992e+06,4.403531023242188e+06
378,1.575733683163944e+06,4.229437547851562e+06
379,1.549907341146360e+06,3.513057148437500e+06
380,1.579140134967985e+06,3.493876207812500e+06
381,1.551484457677318e+06,4.167608063281250e+06
382,1.560921999942037e+06,3.767875210156250e+06
383,1.555222543048307e+06,4.097869999414063e+06
384,1.556919977583605e+06,4.597564737304688e+06
385,1.566719505161747e+06,3.996555001318359e+06
386,1.553435720372135e+06,3.823236603125000e+06
387,1.570224468729511e+06,3.774821283593750e+06
388,1.554221980202053e+06,4.928533019921875e+06
389,1.558717992821705e+06,4.000925165429688e+06
390,1.563108252785319e+06,4.675406328125000e+06
391,1.579706402994367e+06,4.026635083007812e+06
392,1.562068183973765e+06,4.395033865039063e+06
393,1.584124475861375e+06,3.834249662988281e+06
394,1.554851397727767e+06,3.624425816796875e+06
395,1.572763511813572e+06,3.526083518750000e+06
396,1.549190254996161e+06,3.887881382812500e+06
397,1.556878622861826e+06,4.313330975390625e+06
398,1.550413964942246e+06,3.227054429296875e+06
399,1.564663315998250e+06,3.620544507812500e+06
400,1.541291825986849e+06,4.406742693359375e+06
401,1.563980802236269e+06,4.468163992187500e+06
402,1.549820035181187e+06,3.573819762500000e+06
403,1.562953805445880e+06,3.880262115625000e+06
404,1.562678859612397e+06,4.273367725976562e+06
405,1.583888960722607e+06,3.719520883398437e+06
406,1.574462434557107e+06,3.955781708593750e+06
