epoch,train_loss,val_loss
135,1.804300765024689e+06,5.009375552343750e+06
136,1.791459798413925e+06,5.298482583593750e+06
137,1.793605209802796e+06,5.204369940625000e+06
138,1.771180482116137e+06,5.772107623437500e+06
139,1.764519229808780e+06,5.483405794921875e+06
140,1.745950708371630e+06,4.841194470312500e+06
141,1.773570834100218e+06,5.505721350000000e+06
142,1.780212152932555e+06,6.597523925781250e+06
143,1.744146939142708e+06,4.319929878125000e+06
144,1.757403936010591e+06,4.330659764062500e+06
145,1.769468203788254e+06,4.710999254687500e+06
146,1.760099834282972e+06,4.596672200000000e+06
147,1.785738049881705e+06,3.915571583593750e+06
148,1.765137524363901e+06,3.985781101953125e+06
149,1.753221254758826e+06,4.793307118164062e+06
150,1.768249256467926e+06,4.491730062500000e+06
151,1.733463330470855e+06,4.314058529687500e+06
152,1.739933141775896e+06,4.605870514843750e+06
153,1.740503090325863e+06,4.887590400781250e+06
154,1.721348794638664e+06,4.224362217968750e+06
155,1.755514854483854e+06,5.194126985546875e+06
156,1.740072200528583e+06,5.654304756250000e+06
157,1.742747594254420e+06,5.060177659375000e+06
158,1.744782006639556e+06,4.371905204687500e+06
159,1.749864864623437e+06,4.605706680468750e+06
160,1.722778380378080e+06,5.122686420312500e+06
161,1.719613836842930e+06,4.776190119140625e+06
162,1.736599641780681e+06,4.352788512500000e+06
163,1.740539980865045e+06,5.119874896289063e+06
164,1.718089364479910e+06,4.188435489843750e+06
165,1.713688616203258e+06,4.839408850000000e+06
166,1.734462541956861e+06,4.003296857031250e+06
167,1.732257613995184e+06,4.382889262109375e+06
168,1.712085002147195e+06,5.598326475000000e+06
169,1.715219981948667e+06,9.362413023437500e+06
170,1.696969794647619e+06,4.970522679687500e+06
171,1.710599743055491e+06,1.213698310781250e+07
172,1.696719062891897e+06,5.653899007812500e+06
173,1.696319463189183e+06,5.494114907031250e+06
174,1.690904113333535e+06,7.656694003125000e+06
175,1.672540644734091e+06,4.494932596875000e+06
176,1.676689171197126e+06,4.842042782812500e+06
177,1.671162010957610e+06,4.928961939843750e+06
178,1.659690056263295e+06,5.618893822265625e+06
179,1.768808509809509e+06,5.029147880468750e+06
180,1.739153169277462e+06,5.594864972265625e+06
181,1.760137782578455e+06,5.347780796875000e+06
182,1.740805283507199e+06,4.735480720703125e+06
183,1.741968073204690e+06,4.143034674218750e+06
184,1.751629913128502e+06,5.628900319531250e+06
185,1.742501794045576e+06,3.579195432031250e+06
186,1.756232281723509e+06,4.268902864843750e+06
187,1.750376594011161e+06,4.572029187109375e+06
188,1.733438913800602e+06,3.985825236718750e+06
189,1.740275336622752e+06,4.165919042968750e+06
190,1.748126897919703e+06,4.609317542187500e+06
191,1.764167672155729e+06,3.749844516406250e+06
192,1.757558754005719e+06,4.359058206250000e+06
193,1.743385338207341e+06,5.121367731250000e+06
194,1.747441537487283e+06,4.210212760937500e+06
195,1.735246730545018e+06,4.951017882421875e+06
196,1.755722623738691e+06,3.882583712500000e+06
197,1.747835954211528e+06,4.782558425781250e+06
198,1.755746232337961e+06,4.589835110937500e+06
199,1.748419460724014e+06,3.986214080859375e+06
200,1.745814096526960e+06,4.637405789843750e+06
201,1.745192637190510e+06,4.455962665820313e+06
202,1.742534471185865e+06,6.068429836132812e+06
203,1.733032345674204e+06,5.767303576562500e+06
204,1.735174036723530e+06,5.132848737304688e+06
205,1.728494235472070e+06,4.047889271093750e+06
206,1.728892472192244e+06,3.516755870898438e+06
207,1.727917360668510e+06,4.257311152734375e+06
208,1.717049365224089e+06,4.150883220117188e+06
209,1.719390950693593e+06,5.067608741601562e+06
210,1.719860606050446e+06,4.067249551562500e+06
211,1.703051205708021e+06,4.946581715625000e+06
212,1.718462660742821e+06,5.290120067187500e+06
213,1.727318280778073e+06,4.184567868750000e+06
214,1.729316204526534e+06,4.513308732031250e+06
215,1.743626281470126e+06,4.285707510156250e+06
216,1.731747406008999e+06,4.696845856640625e+06
217,1.719199986195562e+06,4.684435761718750e+06
218,1.723514817271287e+06,4.036363903906250e+06
219,1.714972703662484e+06,6.121115762109375e+06
220,1.727096738158402e+06,5.901635059375000e+06
221,1.710186643691622e+06,4.632758409375000e+06
222,1.705628752828903e+06,4.136808833593750e+06
223,1.706156578368750e+06,4.071202131835938e+06
224,1.703776495598247e+06,4.877729359375000e+06
225,1.713838988579893e+06,4.461796969531250e+06
226,1.730053336320064e+06,4.961999076562500e+06
227,1.742722589287657e+06,5.618219361328125e+06
228,1.713741190374233e+06,5.049178525195313e+06
229,1.720686585247113e+06,4.990063866015625e+06
230,1.726632587158852e+06,5.150492165039062e+06
231,1.722662338912982e+06,4.908824537500000e+06
232,1.707535625618640e+06,4.831881478515625e+06
233,1.712792455406958e+06,9.371451000000000e+06
234,1.714904948399629e+06,6.130123117968750e+06
235,1.702841863603275e+06,8.239915916015625e+06
236,1.705687622358914e+06,1.683638240468750e+07
237,1.703422636641440e+06,8.001436870312500e+06
238,1.707822433220740e+06,4.169672110156250e+06
239,1.710138000085000e+06,4.042095278320312e+06
240,1.716179624170000e+06,6.215871200000000e+06
241,1.699129907195780e+06,5.750250223437500e+06
242,1.701622756996315e+06,5.195122150390625e+06
243,1.687296594236642e+06,5.422779975000000e+06
244,1.713660323691645e+06,5.747888707031250e+06
245,1.702783079343213e+06,5.858324112109375e+06
246,1.697339847683172e+06,4.671394850781250e+06
247,1.694774951646850e+06,5.854630237109375e+06
248,1.695123098331119e+06,5.211162506250000e+06
249,1.698056919025509e+06,1.137314831562500e+07
250,1.694821237842419e+06,8.261921777343750e+06
251,1.683873521143907e+06,4.247185471875000e+06
252,1.688852280685979e+06,9.354603476562500e+06
253,1.669805837055006e+06,6.840056331250000e+06
254,1.681327928575350e+06,5.126917630468750e+06
255,1.683195274473633e+06,3.959387621093750e+06
256,1.676164248321168e+06,4.832352290625000e+06
257,1.667356921314584e+06,5.327046142578125e+06
258,1.671927770219805e+06,5.910450847656250e+06
259,1.680117338566537e+06,5.860143075195312e+06
260,1.679075378503020e+06,4.625717843750000e+06
261,1.665715661123367e+06,4.756994303906250e+06
262,1.664131648748129e+06,4.931669235546875e+06
263,1.658786019732945e+06,4.085235035937500e+06
264,1.655609771942469e+06,4.272186915625000e+06
265,1.657959354497732e+06,3.871618323046875e+06
266,1.657156077193942e+06,3.849224510546875e+06
267,1.654098277317818e+06,4.654636125000000e+06
268,1.660475025824074e+06,3.762526100000000e+06
269,1.664915378640327e+06,3.496375236718750e+06
270,1.663994694397376e+06,3.888321271875000e+06
271,1.666769998725919e+06,3.348486267968750e+06
272,1.666622673116832e+06,4.777675078906250e+06
273,1.668316408222284e+06,5.319636889062500e+06
274,1.673468714436872e+06,4.661312794335937e+06
275,1.679111489252740e+06,5.029283541406250e+06
276,1.671531784096750e+06,4.090508650000000e+06
277,1.664461914885294e+06,4.312281546093750e+06
278,1.663361977724626e+06,4.218830942187500e+06
279,1.667160238782477e+06,3.924897257812500e+06
280,1.660343739383341e+06,4.355163107812500e+06
281,1.656889977129325e+06,5.333340143750000e+06
282,1.662451030687825e+06,5.115868482031250e+06
283,1.664269479089380e+06,4.122283308593750e+06
284,1.656380679168912e+06,4.028511798437500e+06
285,1.651012582406421e+06,4.015244143750000e+06
286,1.658176315394235e+06,4.814671791406250e+06
287,1.672132633735590e+06,3.806246789843750e+06
288,1.665659835046052e+06,5.304665058789062e+06
289,1.651647921223326e+06,6.041424900195313e+06
290,1.658684016803782e+06,4.327439517968750e+06
291,1.648309202795056e+06,5.412641107421875e+06
292,1.640572348321398e+06,6.335903294531250e+06
293,1.641162422408985e+06,4.138212534375000e+06
294,1.643921744959060e+06,4.818748266796875e+06
295,1.636806316589350e+06,4.622550186914062e+06
296,1.635925045802650e+06,4.510293754882812e+06
297,1.644995570537828e+06,4.375486536132812e+06
298,1.641466565901080e+06,4.907220486523437e+06
299,1.644025159182271e+06,4.362925935058594e+06
300,1.632148423859852e+06,3.889653167773438e+06
301,1.639161871981986e+06,4.949087843359375e+06
302,1.622744286698981e+06,3.815310806250000e+06
303,1.628595227648355e+06,3.712591421093750e+06
304,1.628711570232506e+06,4.462735871093750e+06
305,1.639720479193190e+06,5.452500534375000e+06
306,1.633083834924865e+06,5.062205506640625e+06
307,1.624237008939378e+06,4.649161061132813e+06
308,1.628114506930835e+06,4.650719959765625e+06
309,1.633889970592486e+06,4.646354002929688e+06
310,1.644996374869942e+06,4.197698765625000e+06
311,1.645134711360880e+06,3.657668012109375e+06
312,1.628304122350095e+06,4.093485136718750e+06
313,1.627283170897323e+06,3.683311323437500e+06
314,1.623969241492597e+06,4.248907006250000e+06
315,1.628612744215940e+06,4.225126974609375e+06
316,1.624271680161310e+06,3.662945535937500e+06
317,1.638937616138926e+06,3.794166672656250e+06
318,1.639026755375522e+06,3.187373656250000e+06
319,1.650163352280625e+06,3.594338830078125e+06
320,1.712519725726425e+06,3.380320080468750e+06
321,1.681658162479380e+06,5.038823168750000e+06
322,1.670147136123123e+06,6.070212579296875e+06
323,1.664430179863107e+06,5.082196863281250e+06
324,1.673488590498792e+06,4.360821767187500e+06
325,1.667704824887122e+06,4.776880733593750e+06
326,1.668459003250927e+06,4.600685098437500e+06
327,1.694624223726330e+06,4.041494328125000e+06
328,1.675050813105906e+06,5.125293906640625e+06
329,1.667783391178317e+06,4.416043236718750e+06
330,1.655964669325213e+06,4.563720155468750e+06
331,1.658127147109212e+06,3.416097142968750e+06
332,1.651128003516015e+06,3.598728850000000e+06
333,1.648855130269560e+06,3.903845612890625e+06
334,1.633556542798154e+06,4.448803367968750e+06
335,1.639641030922173e+06,4.091163578515625e+06
336,1.630292995861126e+06,4.645734037500000e+06
337,1.627050841844505e+06,4.179113059765625e+06
338,1.628202245272709e+06,5.127034317968750e+06
339,1.617825377329721e+06,4.621759143750000e+06
340,1.628342477264077e+06,5.935924841015625e+06
